"","ODATEDW","OSOURCE","TCODE","STATE","ZIP","MAILCODE","PVASTATE","DOB","NOEXCH","RECINHSE","RECP3","RECPGVG","RECSWEEP","MDMAUD","DOMAIN","CLUSTER","AGE","AGEFLAG","HOMEOWNR","CHILD03","CHILD07","CHILD12","CHILD18","NUMCHLD","INCOME","GENDER","WEALTH1","HIT","MBCRAFT","MBGARDEN","MBBOOKS","MBCOLECT","MAGFAML","MAGFEM","MAGMALE","PUBGARDN","PUBCULIN","PUBHLTH","PUBDOITY","PUBNEWFN","PUBPHOTO","PUBOPP","DATASRCE","MALEMILI","MALEVET","VIETVETS","WWIIVETS","LOCALGOV","STATEGOV","FEDGOV","SOLP3","SOLIH","MAJOR","WEALTH2","GEOCODE","COLLECT1","VETERANS","BIBLE","CATLG","HOMEE","PETS","CDPLAY","STEREO","PCOWNERS","PHOTO","CRAFTS","FISHER","GARDENIN","BOATS","WALKER","KIDSTUFF","CARDS","PLATES","LIFESRC","PEPSTRFL","POP901","POP902","POP903","POP90C1","POP90C2","POP90C3","POP90C4","POP90C5","ETH1","ETH2","ETH3","ETH4","ETH5","ETH6","ETH7","ETH8","ETH9","ETH10","ETH11","ETH12","ETH13","ETH14","ETH15","ETH16","AGE901","AGE902","AGE903","AGE904","AGE905","AGE906","AGE907","CHIL1","CHIL2","CHIL3","AGEC1","AGEC2","AGEC3","AGEC4","AGEC5","AGEC6","AGEC7","CHILC1","CHILC2","CHILC3","CHILC4","CHILC5","HHAGE1","HHAGE2","HHAGE3","HHN1","HHN2","HHN3","HHN4","HHN5","HHN6","MARR1","MARR2","MARR3","MARR4","HHP1","HHP2","DW1","DW2","DW3","DW4","DW5","DW6","DW7","DW8","DW9","HV1","HV2","HV3","HV4","HU1","HU2","HU3","HU4","HU5","HHD1","HHD2","HHD3","HHD4","HHD5","HHD6","HHD7","HHD8","HHD9","HHD10","HHD11","HHD12","ETHC1","ETHC2","ETHC3","ETHC4","ETHC5","ETHC6","HVP1","HVP2","HVP3","HVP4","HVP5","HVP6","HUR1","HUR2","RHP1","RHP2","RHP3","RHP4","HUPA1","HUPA2","HUPA3","HUPA4","HUPA5","HUPA6","HUPA7","RP1","RP2","RP3","RP4","MSA","ADI","DMA","IC1","IC2","IC3","IC4","IC5","IC6","IC7","IC8","IC9","IC10","IC11","IC12","IC13","IC14","IC15","IC16","IC17","IC18","IC19","IC20","IC21","IC22","IC23","HHAS1","HHAS2","HHAS3","HHAS4","MC1","MC2","MC3","TPE1","TPE2","TPE3","TPE4","TPE5","TPE6","TPE7","TPE8","TPE9","PEC1","PEC2","TPE10","TPE11","TPE12","TPE13","LFC1","LFC2","LFC3","LFC4","LFC5","LFC6","LFC7","LFC8","LFC9","LFC10","OCC1","OCC2","OCC3","OCC4","OCC5","OCC6","OCC7","OCC8","OCC9","OCC10","OCC11","OCC12","OCC13","EIC1","EIC2","EIC3","EIC4","EIC5","EIC6","EIC7","EIC8","EIC9","EIC10","EIC11","EIC12","EIC13","EIC14","EIC15","EIC16","OEDC1","OEDC2","OEDC3","OEDC4","OEDC5","OEDC6","OEDC7","EC1","EC2","EC3","EC4","EC5","EC6","EC7","EC8","SEC1","SEC2","SEC3","SEC4","SEC5","AFC1","AFC2","AFC3","AFC4","AFC5","AFC6","VC1","VC2","VC3","VC4","ANC1","ANC2","ANC3","ANC4","ANC5","ANC6","ANC7","ANC8","ANC9","ANC10","ANC11","ANC12","ANC13","ANC14","ANC15","POBC1","POBC2","LSC1","LSC2","LSC3","LSC4","VOC1","VOC2","VOC3","HC1","HC2","HC3","HC4","HC5","HC6","HC7","HC8","HC9","HC10","HC11","HC12","HC13","HC14","HC15","HC16","HC17","HC18","HC19","HC20","HC21","MHUC1","MHUC2","AC1","AC2","ADATE_2","ADATE_3","ADATE_4","ADATE_5","ADATE_6","ADATE_7","ADATE_8","ADATE_9","ADATE_10","ADATE_11","ADATE_12","ADATE_13","ADATE_14","ADATE_15","ADATE_16","ADATE_17","ADATE_18","ADATE_19","ADATE_20","ADATE_21","ADATE_22","ADATE_23","ADATE_24","RFA_2","RFA_3","RFA_4","RFA_5","RFA_6","RFA_7","RFA_8","RFA_9","RFA_10","RFA_11","RFA_12","RFA_13","RFA_14","RFA_15","RFA_16","RFA_17","RFA_18","RFA_19","RFA_20","RFA_21","RFA_22","RFA_23","RFA_24","CARDPROM","MAXADATE","NUMPROM","CARDPM12","NUMPRM12","RDATE_3","RDATE_4","RDATE_5","RDATE_6","RDATE_7","RDATE_8","RDATE_9","RDATE_10","RDATE_11","RDATE_12","RDATE_13","RDATE_14","RDATE_15","RDATE_16","RDATE_17","RDATE_18","RDATE_19","RDATE_20","RDATE_21","RDATE_22","RDATE_23","RDATE_24","RAMNT_3","RAMNT_4","RAMNT_5","RAMNT_6","RAMNT_7","RAMNT_8","RAMNT_9","RAMNT_10","RAMNT_11","RAMNT_12","RAMNT_13","RAMNT_14","RAMNT_15","RAMNT_16","RAMNT_17","RAMNT_18","RAMNT_19","RAMNT_20","RAMNT_21","RAMNT_22","RAMNT_23","RAMNT_24","RAMNTALL","NGIFTALL","CARDGIFT","MINRAMNT","MINRDATE","MAXRAMNT","MAXRDATE","LASTGIFT","LASTDATE","FISTDATE","NEXTDATE","TIMELAG","AVGGIFT","CONTROLN","TARGET_B","HPHONE_D","RFA_2R","RFA_2F","RFA_2A","MDMAUD_R","MDMAUD_F","MDMAUD_A","CLUSTER2","GEOCODE2"
"664",8801,"FRC",22,"FL","33025"," "," ",1006,"0","X"," "," "," ","XXXX","S2",20,88,"E","H"," "," "," "," ",NA,3,"M",7,24,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,27,29,37,11,4,3,NA,1," ",7,12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",NA,"X",22589,6456,9085,99,0,0,48,52,79,16,0,3,16,1,0,1,1,0,0,0,0,4,5,6,31,37,40,35,43,46,23,51,34,15,11,32,20,11,8,10,7,23,20,31,16,10,24,8,21,21,40,39,21,7,2,61,11,6,21,172,248,45,36,0,54,54,49,0,0,0,960,1022,6,6,68,32,88,12,39,34,71,58,27,83,17,8,2,6,15,19,8,15,48,16,5,11,1,1,7,44,81,99,0,5,24,44,47,14,5,20,34,1,4,4,24,0,91,97,98,99,2680,127,528,375,419,422,459,17495,14,14,17,22,23,6,2,0,1,11,12,16,24,27,6,2,1,1,24,2,44,7,68,32,23,88,9,1,0,0,0,0,2,1,1,50,30,30,4,84,70,78,63,75,61,74,51,94,92,2,16,16,4,14,21,0,4,7,1,11,2,3,2,1,0,5,8,8,4,5,16,11,6,2,2,12,7,6,7,11,4,3,5,73,4,0,131,4,11,28,25,9,15,7,6,20,2,14,10,1,1,0,14,27,3,29,15,37,16,0,2,1,4,1,0,4,6,0,2,0,4,1,0,0,21,26,79,14,1,6,97,59,10,3,7,4,38,60,97,99,1,24,9,8,0,91,0,0,0,99,0,97,99,99,9,3,4,5,9706,9606,9604,9604,9603,9602,9601,9511,NA,9510,9508,NA,9506,NA,9503,9502,9501,9411,9411,9410,9409,9407,9406,"L1F","A1F","A1F","A1F","L1F","L1F","L1F","L1F"," ","L1F","L1F"," ","L1F"," ","A1F","A1F","A1F","A1F","A1F","A1F","A1F","A1F","A1F",27,9702,76,7,18,NA,NA,NA,NA,NA,NA,9601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,11,5,5,9102,15,9202,15,9701,8901,9001,12,10.909090909,12059,"0",0,"L",1,"F","X","X","X",21,"A"
"1641",9301,"USB",1,"TN","38583"," "," ",0,"0"," "," "," "," ","XXXX","R2",43,NA," ","H"," "," "," "," ",NA,3,"M",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,29,21,45,6,2,2,NA,NA," ",NA,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",1," ",3605,1103,1382,0,0,99,49,51,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,43,47,37,46,50,24,40,37,23,13,18,20,16,13,11,9,17,15,31,20,17,28,10,25,19,38,44,24,8,2,67,8,7,18,184,260,81,81,1,1,0,0,0,0,0,438,480,2,1,86,14,93,7,6,35,80,69,30,91,9,5,1,4,11,15,2,19,61,20,0,0,0,0,1,3,13,38,0,1,42,51,54,14,4,1,0,17,11,1,0,2,0,2,11,25,0,181,659,200,236,232,267,8875,39,24,17,15,5,0,0,0,0,27,27,22,18,6,0,1,0,0,32,9,29,12,41,59,13,79,12,0,0,0,0,0,2,7,0,42,20,24,4,76,65,74,57,67,50,77,66,96,53,5,7,7,2,10,12,0,1,5,7,17,19,7,6,7,0,6,40,4,1,4,14,2,3,2,2,4,5,2,4,6,4,3,10,73,3,1,120,30,16,34,11,2,5,2,1,20,1,16,3,0,0,0,13,27,0,24,19,36,11,0,7,0,6,0,0,11,0,0,0,0,0,2,0,0,1,75,99,0,0,1,97,73,31,9,17,4,22,32,66,80,20,0,0,7,17,46,2,0,29,82,14,1,95,90,9,3,7,7,9706,9606,9604,9604,9603,NA,9601,9511,NA,9510,9508,NA,NA,NA,9503,NA,NA,NA,NA,NA,NA,NA,NA,"L4D","A4D","A4D","A4D","A3D"," ","A2D","A1C"," ","A1C","A1C"," "," "," ","A1C"," "," "," "," "," "," "," "," ",9,9702,23,6,13,NA,NA,NA,9603,NA,9601,9512,NA,9511,9509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,5,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,8,3,2,9302,6,9603,6,9603,9302,9412,22,4.125,54356,"0",0,"L",4,"D","X","X","X",60,"D"
"2090",9501,"SYN",28,"AR","72076"," "," ",6601,"0"," "," "," "," ","XXXX","T2",40,32,"E","U"," "," "," "," ",NA,2,"F",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16,37,54,14,9,6,7,NA,NA," ",NA,NA," "," ","Y"," "," ","Y","Y","Y","Y"," ","Y"," ","Y"," ","Y"," "," "," ",2,"X",3062,878,1111,99,0,0,50,50,84,14,0,1,2,0,0,0,0,0,0,0,1,0,0,1,27,34,37,28,38,41,31,45,38,17,17,34,24,13,7,4,2,18,20,32,19,11,8,3,7,17,31,52,30,9,2,66,12,4,19,207,276,59,58,0,20,19,17,0,0,0,655,633,3,3,61,39,79,21,0,50,79,65,38,90,10,11,2,9,13,11,4,21,57,6,5,8,0,0,0,1,25,81,0,4,27,46,48,15,5,5,15,20,14,3,10,12,12,18,35,76,4400,319,693,356,401,362,412,13334,22,14,12,24,23,3,0,1,0,12,10,15,30,29,4,0,1,0,12,5,43,8,68,32,25,82,15,2,1,0,1,0,1,1,0,3,20,23,2,68,79,86,73,86,68,73,57,78,99,4,14,12,7,10,22,0,4,6,0,7,6,5,6,0,0,4,17,9,1,3,15,7,7,3,1,12,7,4,9,9,6,7,3,70,5,0,128,6,8,31,26,8,14,7,5,22,2,20,5,9,16,2,20,37,2,54,10,14,23,0,5,1,6,0,0,10,1,1,1,0,0,1,0,0,2,48,99,1,0,0,93,61,13,3,13,1,20,40,76,88,12,0,0,72,1,27,0,0,0,99,1,92,99,92,7,2,3,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,NA,9503,9502,9412,NA,NA,9409,9408,NA,NA,"L3E","A3E","A3E","A4E","A4C","A4C","A4C","N4C","N4C","N4C","N4C","N4C","N3C"," ","F1C","F1C","F1C"," "," ","P1A","P1C"," "," ",12,9702,27,6,12,NA,NA,NA,NA,NA,NA,NA,9512,NA,NA,NA,9506,NA,9505,9503,9502,NA,NA,NA,9409,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,3,NA,3,3,3,NA,NA,NA,3,NA,NA,25,6,3,3,9506,10,9512,10,9512,9409,9502,5,4.1666666667,111391,"0",0,"L",3,"E","X","X","X",38,"B"
"1136",9001,"HOW",1002,"MI","48741"," "," ",3903,"0"," "," "," "," ","XXXX","R2",43,59,"E","H"," "," ","M"," ",1,4,"M",1,12,1,0,0,0,2,0,0,0,0,0,2,1,0,0,3,0,27,31,33,7,4,1,NA,NA," ",1,NA," "," "," ","Y"," ","Y","Y","Y"," "," ","Y","Y","Y"," "," "," "," "," ",3,"X",1827,494,614,0,0,99,51,49,96,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,31,42,45,34,45,49,31,37,37,26,12,21,20,15,12,12,7,13,16,31,21,19,29,10,26,16,35,48,34,16,7,63,8,7,22,195,291,81,80,0,2,2,1,2,2,0,455,484,3,2,84,16,83,17,76,41,81,68,33,87,13,8,2,6,11,12,3,24,55,16,0,2,1,0,0,1,8,41,0,1,48,54,55,15,4,2,0,16,10,1,1,3,3,4,28,63,0,63,513,268,290,308,336,10573,30,17,19,17,12,3,1,0,0,23,18,21,20,13,3,1,0,1,30,12,36,17,39,61,5,72,18,0,0,0,0,0,4,5,1,59,23,35,20,51,58,67,50,60,42,57,49,56,67,11,11,5,3,6,10,0,0,13,6,17,15,8,4,6,0,8,28,3,1,2,14,3,4,3,1,10,8,6,2,7,5,1,9,70,8,1,120,11,20,40,18,5,5,2,2,29,2,24,4,0,0,0,14,26,1,31,12,32,10,1,4,2,13,0,0,4,1,0,4,0,0,1,0,0,2,86,97,1,0,2,95,65,26,11,23,2,7,13,46,61,39,0,0,9,36,5,35,0,14,6,93,6,98,91,8,2,6,7,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,NA,9501,9411,NA,NA,9409,9407,9406,"L4D","S4D","S4D","S4D","S4D","S4D","S4D","S4D","S4D","S4D","S4D","S4D","S4D","S4D","S4D"," ","S4D","S4D"," "," ","S4D","S4D","S4D",26,9702,68,6,14,NA,NA,NA,NA,NA,9602,9512,9511,9511,9510,9509,NA,9505,9505,NA,9501,9412,NA,NA,9409,NA,9406,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,5,5,NA,5,5,NA,NA,5,NA,5,173,33,16,3,9003,7,9211,5,9602,9003,9010,7,5.2424242424,70811,"0",1,"L",4,"D","X","X","X",44,"D"
"875",9401,"MSD",1,"GA","30269"," "," ",5007,"0"," "," "," "," ","XXXX","T1",35,47,"E","H"," "," "," "," ",2,7,"M",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,50,17,6,2,4,NA,NA," ",8,3," "," "," "," "," "," ","Y","Y","Y","Y"," "," "," "," "," "," "," "," ",3," ",11218,3156,3723,0,82,18,49,51,94,2,0,3,2,0,2,0,0,0,0,0,1,0,0,1,32,40,42,31,42,45,32,32,43,24,11,20,32,19,7,7,4,12,14,35,23,16,16,6,13,13,27,60,38,13,3,69,7,4,19,245,301,76,74,1,9,8,5,0,0,0,1067,1177,5,5,83,17,93,7,3,54,85,75,47,93,7,7,1,5,7,11,2,25,61,9,1,2,0,5,16,57,89,99,1,1,67,65,64,17,4,6,3,14,9,3,4,1,51,68,76,81,520,197,524,481,529,534,580,17607,9,8,13,22,30,10,5,1,2,4,6,13,23,33,12,5,2,3,18,1,46,3,58,42,31,85,9,0,0,0,0,0,2,4,3,56,26,28,5,64,68,80,57,78,53,59,52,78,94,3,14,18,10,17,14,0,2,7,0,11,3,2,2,1,0,6,15,19,1,7,16,5,5,2,1,4,7,4,7,6,2,4,7,78,3,0,140,3,5,27,29,7,22,7,3,30,3,25,5,1,2,0,20,40,2,50,9,17,14,1,12,1,7,0,0,8,1,0,1,0,0,1,0,0,5,33,93,2,2,3,98,76,27,5,10,2,24,62,94,99,1,2,2,79,3,16,1,0,1,92,8,85,99,99,10,3,5,2,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,NA,9503,9502,9412,9411,NA,NA,9409,NA,9406,"L1F","A1F","A1F","A1F","A1F","L1F","L1F","A1F","A1F","A1F","A1F","A1F","A1F"," ","A1F","A1F","A1F","N1E"," "," ","N1E"," ","F1E",15,9702,34,6,12,NA,NA,NA,NA,NA,NA,NA,NA,9510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,50,3,2,10,9310,20,9409,20,9510,9310,9409,11,16.666666667,27918,"0",0,"L",1,"F","X","X","X",15,"A"
"1954",9101,"AML",0,"AL","35217"," "," ",1103,"0"," "," "," "," ","XXXX","C3",30,87," ","H"," "," "," "," ",NA,1,"U",0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,51,38,46,9,0,2,NA,NA," ",0,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",NA," ",887,229,426,99,0,0,40,60,85,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40,50,55,42,51,54,21,40,42,17,10,18,14,12,14,17,14,19,15,28,25,13,45,32,42,44,29,27,14,7,3,44,18,19,18,121,208,55,53,9,40,31,16,0,0,0,342,349,1,2,38,62,92,8,3,24,54,35,12,76,24,12,1,11,12,41,2,14,43,28,4,8,2,0,0,0,1,8,0,6,31,47,46,11,4,30,10,0,17,24,16,0,0,1,7,35,1000,221,630,114,153,174,209,9080,59,17,6,12,5,0,0,0,0,49,23,10,8,10,0,0,0,0,58,15,26,35,46,54,1,86,8,0,0,0,0,0,6,0,5,0,17,19,0,72,47,60,40,53,40,70,0,86,0,11,6,4,0,10,28,3,3,10,0,18,8,6,4,0,0,8,27,9,3,2,17,10,6,3,0,4,5,5,2,9,0,2,3,78,4,3,114,27,29,31,7,2,4,0,0,18,0,15,3,1,2,0,18,51,0,38,19,46,9,1,12,1,4,0,0,11,0,0,0,0,0,1,0,0,0,90,98,2,0,0,76,25,7,9,46,0,0,0,0,5,95,0,0,83,2,15,0,0,0,99,0,99,99,99,4,2,1,8,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,9502,9412,9411,9411,9410,9409,9407,9406,"L2F","A2F","A2F","A2F","A2F","A3F","A3F","A3F","A3F","A3F","A3F","A2F","A2F","A2F","A2F","A1E","A1E","A1E","A1E","A1E","A1E","A2E","A2E",24,9702,61,6,13,NA,NA,NA,NA,NA,NA,NA,9511,NA,NA,NA,9506,NA,NA,NA,NA,NA,9412,9411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,13,NA,NA,NA,NA,NA,15,12,NA,NA,NA,163,14,5,5,9111,15,9412,15,9511,9102,9105,3,11.642857143,47359,"0",1,"L",2,"F","X","X","X",49,"B"
"1084",8601,"AMB",2,"TX","79556"," "," ",1112,"0","X"," "," "," ","XXXX","T3",41,86,"E","H"," "," "," "," ",NA,2,"F",2,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,25,24,61,8,13,9,NA,12," ",0,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",NA,"X",1288,338,470,0,97,3,45,55,83,3,0,0,25,0,0,0,0,0,0,0,21,0,0,4,34,44,49,38,49,53,28,42,41,17,10,22,18,10,12,12,16,16,18,31,22,13,31,15,28,26,33,41,26,11,3,61,9,16,14,174,257,92,90,1,1,0,0,6,6,0,254,288,2,2,77,23,93,7,3,39,72,60,30,82,18,9,2,7,10,21,3,18,40,25,1,2,0,0,0,0,3,8,0,3,30,47,50,14,5,1,0,5,21,1,0,1,1,4,12,47,0,441,662,186,254,230,268,9486,42,16,20,19,1,2,0,0,0,30,19,22,24,2,3,0,0,0,46,7,29,19,49,51,4,84,13,1,1,0,0,2,0,0,0,12,11,14,1,26,56,69,46,67,42,72,69,99,0,6,4,6,0,3,16,0,3,22,6,22,10,3,4,6,5,5,24,9,3,0,8,5,2,0,2,7,14,1,9,8,13,9,8,57,5,0,120,18,30,37,12,2,2,0,3,20,4,15,4,0,0,0,11,25,1,24,5,61,0,1,3,1,3,0,0,14,0,0,0,2,0,2,0,0,0,85,78,22,0,0,88,53,8,11,29,0,0,3,35,51,49,0,0,81,0,19,0,0,0,99,0,97,99,93,4,2,3,8,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,9411,9410,9506,9407,9406,"L3E","S3E","S3E","S3E","A1D","S3F","S3F","S3F","S3F","S3F","S3F","S3F","S2F","S2F","S4F","S3F","S3F","S3F","S3F","S3F","I2E","S3F","S3F",35,9702,94,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,9601,NA,NA,9505,NA,NA,NA,NA,NA,NA,9412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,7,NA,NA,NA,NA,NA,NA,17,NA,NA,311,30,20,5,9412,17,9412,11,9601,8612,8706,6,10.366666667,8822,"0",1,"L",3,"E","X","X","X",55,"D"
"1178",9101,"SYN",0,"CA","93552"," "," ",6001,"0"," "," "," "," ","XXXX","T2",40,38,"E","H"," "," "," "," ",NA,5,"F",7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,29,52,13,11,3,4,NA,NA," ",7,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",NA," ",5366,1393,1529,99,0,0,50,50,71,8,1,4,24,0,0,0,2,0,0,0,18,1,1,5,26,34,35,26,37,39,39,47,39,14,10,42,26,11,6,3,1,21,19,35,16,9,8,1,5,6,23,71,50,23,9,74,7,2,17,300,349,99,99,0,0,0,0,0,0,0,1513,1536,8,8,92,8,88,12,0,65,91,82,58,94,6,7,3,4,7,5,3,24,44,4,3,4,0,6,52,96,99,99,0,0,68,61,61,20,5,0,0,0,8,0,0,0,94,96,96,96,4480,13,803,508,513,523,529,15020,7,5,11,25,36,12,2,1,1,5,6,12,25,39,11,2,1,1,11,7,25,4,81,19,11,63,32,1,1,0,0,1,1,2,1,4,59,54,50,38,75,86,64,85,58,60,56,53,99,7,9,9,4,12,19,1,6,9,1,15,6,4,5,1,0,7,26,6,3,3,15,8,5,1,4,6,4,4,5,11,3,4,6,74,2,1,120,7,15,31,29,6,10,2,3,30,2,26,6,0,0,0,14,29,1,52,8,13,22,0,5,1,8,0,1,4,3,1,1,0,0,1,1,0,15,59,72,22,2,3,99,84,29,2,4,19,78,89,93,97,3,2,0,97,1,2,0,0,0,99,0,98,99,99,12,2,4,3,9706,9606,9604,NA,9603,9602,9601,9511,9510,9510,9509,9507,NA,NA,9503,9502,9501,9411,NA,9410,9409,NA,9406,"L1F","A1F","A1F"," ","A1F","A1F","A1F","A1F","A1F","A1F","A1F","A1F"," "," ","L1F","L1F","L1F","L1F"," ","L1F","L1F"," ","L2F",18,9702,43,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,69,4,2,15,9111,20,9504,20,9504,9111,9207,8,17.25,160922,"0",0,"L",1,"F","X","X","X",12,"A"
"121",8901,"L01",1,"AZ","85748","B"," ",601,"0"," "," "," "," ","XXXX","S1",12,92,"E","H"," "," "," "," ",NA,3,"M",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,44,53,13,7,6,4,NA,NA," ",3,NA," ","Y"," ","Y"," ","Y","Y","Y"," ","Y"," "," "," "," "," "," "," "," ",2,"X",2295,676,777,99,0,0,50,50,93,2,0,2,9,0,0,1,0,0,0,0,7,1,0,1,32,39,40,32,42,44,29,42,36,22,8,26,29,16,9,8,3,17,16,32,21,14,15,2,12,10,33,56,35,10,2,72,7,3,18,230,294,99,99,0,0,0,0,0,0,0,1016,1072,7,6,94,6,95,5,18,48,87,79,42,93,7,6,1,5,8,8,3,22,61,10,0,1,0,1,4,52,95,99,0,0,81,61,65,16,4,0,0,0,6,0,0,0,84,89,93,96,8520,277,789,440,450,491,508,16794,5,12,13,34,20,12,2,1,1,5,11,10,36,20,14,2,1,1,16,4,66,5,74,26,35,81,12,2,2,0,0,1,1,4,1,0,21,25,3,82,76,84,67,82,67,69,62,63,99,2,23,14,7,21,14,0,3,10,0,6,2,1,0,0,0,2,10,2,1,6,19,9,3,4,1,11,10,17,5,7,6,4,8,64,10,0,140,4,5,17,22,14,21,16,5,30,3,18,14,4,7,1,23,44,3,53,27,13,11,1,11,1,10,1,0,4,6,1,2,0,0,2,2,1,4,31,92,4,0,4,99,78,25,3,6,10,53,72,99,99,0,0,0,71,3,25,0,0,1,97,2,97,99,99,10,2,7,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,"L1F","A1F","A1F","A1F","A1F","S2F","S2F","S2F","A1F","A1F","A1F","A1F","A1F","S2F","S2F","A1F","A1F","A1F","S2F","S2F","S2F","S2F","S2E",27,9702,65,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9507,NA,NA,NA,NA,NA,9412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,151,13,5,2,9006,20,9412,20,9507,8910,9001,3,11.615384615,138576,"0",1,"L",1,"F","X","X","X",19,"B"
"1317",9501,"HHH",28,"NM","88002"," "," ",0,"0"," "," "," "," ","XXXX","T2",39,NA," "," "," "," "," "," ",NA,NA,"F",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,15,34,6,3,3,51,NA,NA," ",NA,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",NA,"X",2616,668,702,0,99,0,55,45,75,14,1,4,16,0,0,0,1,2,0,0,10,3,0,3,22,28,33,23,31,35,34,52,35,14,32,38,22,6,2,1,0,23,21,30,16,10,2,0,1,4,25,71,41,16,5,74,5,0,21,270,330,94,84,4,4,0,0,12,0,12,1300,1256,4,2,3,97,97,3,5,69,95,89,63,86,14,6,2,4,4,2,1,22,52,1,5,10,0,19,25,63,75,94,0,4,55,54,54,19,6,4,0,0,92,4,0,0,11,28,44,46,4100,371,765,253,256,271,275,8504,13,35,33,13,5,1,0,0,0,12,35,33,14,5,1,0,0,0,3,3,41,5,95,5,79,63,17,1,1,0,0,1,15,2,7,1,8,15,4,22,79,95,57,94,49,53,61,91,99,1,14,9,5,9,19,1,9,17,1,4,4,2,4,1,0,1,3,1,3,0,24,2,3,5,4,6,4,11,31,3,3,51,2,37,4,0,137,3,4,27,39,8,14,5,3,34,3,21,13,47,77,7,14,15,12,34,2,6,58,0,2,2,11,0,0,3,1,0,0,0,0,3,0,0,5,10,81,11,4,3,99,56,6,1,34,0,43,99,99,99,0,0,2,88,3,8,1,0,1,94,2,91,98,98,1,3,1,1,9706,9606,9604,9604,9603,9602,9601,9511,NA,9509,9508,NA,9506,NA,9503,9502,9412,9409,NA,NA,NA,NA,NA,"L4D","A4D","A4D","A4D","A4D","A4D","A4D","N4D"," ","N4D","N4D"," ","N3C"," ","N2C","F1C","F1C","P1C"," "," "," "," "," ",10,9702,28,6,13,NA,NA,NA,NA,NA,9601,9512,NA,9510,9509,NA,9506,NA,NA,9503,NA,9410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,3,5,NA,5,NA,NA,3,NA,3,NA,NA,NA,NA,NA,38,10,3,3,9512,5,9506,5,9601,9410,9411,1,3.8,140228,"0",0,"L",4,"D","X","X","X",40,"C"
